location	specifier	category	basis	reason
apps/mobile/src/app/(app)/progress/_layout.test.tsx:18	expo-router	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/progress/_layout.test.tsx:30	../../../lib/theme	pure-data-stub	heuristic	mock returns fixtures or constants without crossing a real boundary
apps/mobile/src/app/(app)/progress/[subjectId].test.tsx:101	../../../lib/navigation	pure-data-stub	heuristic	mock returns fixtures or constants without crossing a real boundary
apps/mobile/src/app/(app)/progress/[subjectId].test.tsx:107	../../../components/common	pure-data-stub	heuristic	relative mock defaults to an internal fixture stub unless overridden
apps/mobile/src/app/(app)/progress/[subjectId].test.tsx:141	../../../components/progress	pure-data-stub	heuristic	relative mock defaults to an internal fixture stub unless overridden
apps/mobile/src/app/(app)/progress/[subjectId].test.tsx:148	../../../hooks/use-progress	service-stub-with-business-logic	heuristic	mobile test mock replaces app-level hook or client logic
apps/mobile/src/app/(app)/progress/[subjectId].test.tsx:157	../../../hooks/use-language-progress	pure-data-stub	heuristic	relative mock defaults to an internal fixture stub unless overridden
apps/mobile/src/app/(app)/progress/[subjectId].test.tsx:5	react-i18next	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/progress/[subjectId].test.tsx:92	expo-router	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/progress/[subjectId].test.tsx:97	react-native-safe-area-context	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/progress/milestones.test.tsx:30	../../../hooks/use-progress	service-stub-with-business-logic	heuristic	mobile test mock replaces app-level hook or client logic
apps/mobile/src/app/(app)/progress/milestones.test.tsx:31	expo-router	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/progress/milestones.test.tsx:34	react-native-safe-area-context	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/progress/milestones.test.tsx:5	react-i18next	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/progress/vocabulary.test.tsx:49	../../../hooks/use-progress	service-stub-with-business-logic	heuristic	mobile test mock replaces app-level hook or client logic
apps/mobile/src/app/(app)/progress/vocabulary.test.tsx:5	react-i18next	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/progress/vocabulary.test.tsx:50	expo-router	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/progress/vocabulary.test.tsx:53	react-native-safe-area-context	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/quiz/[roundId].test.tsx:37	expo-router	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/quiz/[roundId].test.tsx:47	react-native-safe-area-context	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/quiz/[roundId].test.tsx:52	../../../hooks/use-quiz	pure-data-stub	heuristic	relative mock defaults to an internal fixture stub unless overridden
apps/mobile/src/app/(app)/quiz/[roundId].test.tsx:7	react-i18next	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/quiz/index.test.tsx:108	react-native-safe-area-context	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/quiz/index.test.tsx:112	@expo/vector-icons	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/quiz/index.test.tsx:132	../../../lib/theme	pure-data-stub	heuristic	mock returns fixtures or constants without crossing a real boundary
apps/mobile/src/app/(app)/quiz/index.test.tsx:139	./_layout	pure-data-stub	heuristic	relative mock defaults to an internal fixture stub unless overridden
apps/mobile/src/app/(app)/quiz/index.test.tsx:17	react-i18next	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/quiz/index.test.tsx:70	../../../lib/api-client	service-stub-with-business-logic	heuristic	mobile test mock replaces app-level hook or client logic
apps/mobile/src/app/(app)/quiz/index.test.tsx:74	../../../lib/profile	pure-data-stub	heuristic	mock returns fixtures or constants without crossing a real boundary
apps/mobile/src/app/(app)/quiz/index.test.tsx:98	expo-router	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/quiz/launch.test.tsx:102	react-native-safe-area-context	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/quiz/launch.test.tsx:106	../../../lib/theme	pure-data-stub	heuristic	mock returns fixtures or constants without crossing a real boundary
apps/mobile/src/app/(app)/quiz/launch.test.tsx:116	../../../lib/navigation	pure-data-stub	heuristic	mock returns fixtures or constants without crossing a real boundary
apps/mobile/src/app/(app)/quiz/launch.test.tsx:12	react-i18next	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/quiz/launch.test.tsx:120	../../../hooks/use-quiz	pure-data-stub	heuristic	relative mock defaults to an internal fixture stub unless overridden
apps/mobile/src/app/(app)/quiz/launch.test.tsx:124	./_layout	pure-data-stub	heuristic	relative mock defaults to an internal fixture stub unless overridden
apps/mobile/src/app/(app)/quiz/launch.test.tsx:45	../../../i18n	pure-data-stub	heuristic	relative mock defaults to an internal fixture stub unless overridden
apps/mobile/src/app/(app)/quiz/launch.test.tsx:98	expo-router	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/quiz/play.test.tsx:100	./_layout	pure-data-stub	heuristic	relative mock defaults to an internal fixture stub unless overridden
apps/mobile/src/app/(app)/quiz/play.test.tsx:17	expo-router	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/quiz/play.test.tsx:21	react-native-safe-area-context	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/quiz/play.test.tsx:25	expo-haptics	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/quiz/play.test.tsx:33	../../../lib/theme	pure-data-stub	heuristic	mock returns fixtures or constants without crossing a real boundary
apps/mobile/src/app/(app)/quiz/play.test.tsx:44	../../../lib/navigation	pure-data-stub	heuristic	mock returns fixtures or constants without crossing a real boundary
apps/mobile/src/app/(app)/quiz/play.test.tsx:48	../../../components/quiz/GuessWhoQuestion	pure-data-stub	heuristic	relative mock defaults to an internal fixture stub unless overridden
apps/mobile/src/app/(app)/quiz/play.test.tsx:52	../../../hooks/use-quiz	pure-data-stub	heuristic	relative mock defaults to an internal fixture stub unless overridden
apps/mobile/src/app/(app)/quiz/play.test.tsx:65	../../../lib/platform-alert	pure-data-stub	heuristic	mock returns fixtures or constants without crossing a real boundary
apps/mobile/src/app/(app)/quiz/play.test.tsx:71	../../../lib/format-api-error	pure-data-stub	heuristic	mock returns fixtures or constants without crossing a real boundary
apps/mobile/src/app/(app)/quiz/play.test.tsx:76	../../../lib/sentry	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/quiz/results.test.tsx:28	expo-router	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/quiz/results.test.tsx:40	react-native-safe-area-context	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/quiz/results.test.tsx:46	../../../components/common/BrandCelebration	pure-data-stub	heuristic	relative mock defaults to an internal fixture stub unless overridden
apps/mobile/src/app/(app)/quiz/results.test.tsx:54	../../../hooks/use-quiz	pure-data-stub	heuristic	relative mock defaults to an internal fixture stub unless overridden
apps/mobile/src/app/(app)/session/index.test.tsx:165	../../../hooks/use-sessions	service-stub-with-business-logic	heuristic	mobile test mock replaces app-level hook or client logic
apps/mobile/src/app/(app)/session/index.test.tsx:189	../../../hooks/use-network-status	pure-data-stub	heuristic	relative mock defaults to an internal fixture stub unless overridden
apps/mobile/src/app/(app)/session/index.test.tsx:193	../../../hooks/use-api-reachability	pure-data-stub	heuristic	relative mock defaults to an internal fixture stub unless overridden
apps/mobile/src/app/(app)/session/index.test.tsx:202	../../../hooks/use-celebration	pure-data-stub	heuristic	relative mock defaults to an internal fixture stub unless overridden
apps/mobile/src/app/(app)/session/index.test.tsx:217	../../../hooks/use-milestone-tracker	service-stub-with-business-logic	heuristic	mobile test mock replaces app-level hook or client logic
apps/mobile/src/app/(app)/session/index.test.tsx:228	react-native-safe-area-context	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/session/index.test.tsx:232	expo-router	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/session/index.test.tsx:241	../../../components/session	pure-data-stub	heuristic	relative mock defaults to an internal fixture stub unless overridden
apps/mobile/src/app/(app)/session/index.test.tsx:32	../../../lib/api-client	service-stub-with-business-logic	heuristic	mobile test mock replaces app-level hook or client logic
apps/mobile/src/app/(app)/session/index.test.tsx:353	../../../lib/session-recovery	service-stub-with-business-logic	heuristic	mobile test mock replaces app-level hook or client logic
apps/mobile/src/app/(app)/session/index.test.tsx:360	../../../lib/secure-storage	service-stub-with-business-logic	heuristic	mobile test mock replaces app-level hook or client logic
apps/mobile/src/app/(app)/session/index.test.tsx:378	../../../lib/format-api-error	pure-data-stub	heuristic	mock returns fixtures or constants without crossing a real boundary
apps/mobile/src/app/(app)/session/index.test.tsx:383	../../../lib/profile	pure-data-stub	heuristic	mock returns fixtures or constants without crossing a real boundary
apps/mobile/src/app/(app)/shelf/_layout.test.tsx:17	expo-router	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/shelf/[subjectId]/_layout.test.tsx:16	expo-router	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/shelf/[subjectId]/book/[bookId].test.tsx:10	react-i18next	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/shelf/[subjectId]/book/[bookId].test.tsx:103	../../../../../components/common	pure-data-stub	heuristic	relative mock defaults to an internal fixture stub unless overridden
apps/mobile/src/app/(app)/shelf/[subjectId]/book/[bookId].test.tsx:20	expo-router	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/shelf/[subjectId]/book/[bookId].test.tsx:47	../../../../../hooks/use-books	pure-data-stub	heuristic	relative mock defaults to an internal fixture stub unless overridden
apps/mobile/src/app/(app)/shelf/[subjectId]/book/[bookId].test.tsx:53	../../../../../hooks/use-book-sessions	pure-data-stub	heuristic	relative mock defaults to an internal fixture stub unless overridden
apps/mobile/src/app/(app)/shelf/[subjectId]/book/[bookId].test.tsx:57	../../../../../hooks/use-notes	pure-data-stub	heuristic	relative mock defaults to an internal fixture stub unless overridden
apps/mobile/src/app/(app)/shelf/[subjectId]/book/[bookId].test.tsx:6	react-native-safe-area-context	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/shelf/[subjectId]/book/[bookId].test.tsx:64	../../../../../hooks/use-retention	pure-data-stub	heuristic	relative mock defaults to an internal fixture stub unless overridden
apps/mobile/src/app/(app)/shelf/[subjectId]/book/[bookId].test.tsx:68	../../../../../hooks/use-curriculum	service-stub-with-business-logic	heuristic	mobile test mock replaces app-level hook or client logic
apps/mobile/src/app/(app)/shelf/[subjectId]/book/[bookId].test.tsx:72	../../../../../hooks/use-progress	service-stub-with-business-logic	heuristic	mobile test mock replaces app-level hook or client logic
apps/mobile/src/app/(app)/shelf/[subjectId]/book/[bookId].test.tsx:76	../../../../../hooks/use-subjects	pure-data-stub	heuristic	relative mock defaults to an internal fixture stub unless overridden
apps/mobile/src/app/(app)/shelf/[subjectId]/book/[bookId].test.tsx:82	../../../../../hooks/use-move-topic	pure-data-stub	heuristic	relative mock defaults to an internal fixture stub unless overridden
apps/mobile/src/app/(app)/shelf/[subjectId]/book/[bookId].test.tsx:86	../../../../../lib/theme	pure-data-stub	heuristic	mock returns fixtures or constants without crossing a real boundary
apps/mobile/src/app/(app)/shelf/[subjectId]/book/[bookId].test.tsx:98	../../../../../lib/format-api-error	pure-data-stub	heuristic	mock returns fixtures or constants without crossing a real boundary
apps/mobile/src/app/(app)/shelf/[subjectId]/index.test.tsx:113	../../../../components/library/SuggestionCard	pure-data-stub	heuristic	relative mock defaults to an internal fixture stub unless overridden
apps/mobile/src/app/(app)/shelf/[subjectId]/index.test.tsx:19	../../../../lib/api-client	service-stub-with-business-logic	heuristic	mobile test mock replaces app-level hook or client logic
apps/mobile/src/app/(app)/shelf/[subjectId]/index.test.tsx:28	../../../../lib/profile	pure-data-stub	heuristic	mock returns fixtures or constants without crossing a real boundary
apps/mobile/src/app/(app)/shelf/[subjectId]/index.test.tsx:50	react-native-safe-area-context	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/shelf/[subjectId]/index.test.tsx:54	../../../../components/common	pure-data-stub	heuristic	relative mock defaults to an internal fixture stub unless overridden
apps/mobile/src/app/(app)/shelf/[subjectId]/index.test.tsx:61	expo-router	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/shelf/[subjectId]/index.test.tsx:7	react-i18next	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/shelf/[subjectId]/index.test.tsx:72	../../../../lib/theme	pure-data-stub	heuristic	mock returns fixtures or constants without crossing a real boundary
apps/mobile/src/app/(app)/shelf/[subjectId]/index.test.tsx:80	../../../../lib/format-api-error	pure-data-stub	heuristic	mock returns fixtures or constants without crossing a real boundary
apps/mobile/src/app/(app)/shelf/[subjectId]/index.test.tsx:96	../../../../components/library/BookCard	pure-data-stub	heuristic	relative mock defaults to an internal fixture stub unless overridden
apps/mobile/src/app/(app)/subject/_layout.test.tsx:12	expo-router	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/subject/[subjectId].test.tsx:13	expo-router	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/subject/[subjectId].test.tsx:25	react-native-safe-area-context	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/subject/[subjectId].test.tsx:46	../../../hooks/use-settings	service-stub-with-business-logic	heuristic	mobile test mock replaces app-level hook or client logic
apps/mobile/src/app/(app)/subject/[subjectId].test.tsx:5	react-i18next	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/subject/[subjectId].test.tsx:62	../../../hooks/use-subjects	pure-data-stub	heuristic	relative mock defaults to an internal fixture stub unless overridden
apps/mobile/src/app/(app)/subscription.test.tsx:116	react-native-purchases	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/subscription.test.tsx:28	../../lib/platform-alert	pure-data-stub	heuristic	mock returns fixtures or constants without crossing a real boundary
apps/mobile/src/app/(app)/subscription.test.tsx:35	react-i18next	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/subscription.test.tsx:40	expo-router	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/subscription.test.tsx:48	react-native-safe-area-context	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/subscription.test.tsx:52	../../lib/theme	pure-data-stub	heuristic	mock returns fixtures or constants without crossing a real boundary
apps/mobile/src/app/(app)/subscription.test.tsx:67	../../lib/api-client	service-stub-with-business-logic	heuristic	mobile test mock replaces app-level hook or client logic
apps/mobile/src/app/(app)/subscription.test.tsx:71	../../lib/profile	pure-data-stub	heuristic	mock returns fixtures or constants without crossing a real boundary
apps/mobile/src/app/(app)/subscription.test.tsx:77	../../components/common	pure-data-stub	heuristic	relative mock defaults to an internal fixture stub unless overridden
apps/mobile/src/app/(app)/subscription.test.tsx:94	../../hooks/use-revenuecat	pure-data-stub	heuristic	relative mock defaults to an internal fixture stub unless overridden
apps/mobile/src/app/(app)/topic/_layout.test.tsx:16	expo-router	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/topic/[topicId].test.tsx:17	../../../lib/api-client	service-stub-with-business-logic	heuristic	mobile test mock replaces app-level hook or client logic
apps/mobile/src/app/(app)/topic/[topicId].test.tsx:26	../../../lib/profile	pure-data-stub	heuristic	mock returns fixtures or constants without crossing a real boundary
apps/mobile/src/app/(app)/topic/[topicId].test.tsx:56	expo-router	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/topic/[topicId].test.tsx:66	react-native-safe-area-context	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/topic/[topicId].test.tsx:70	../../../lib/theme	pure-data-stub	heuristic	mock returns fixtures or constants without crossing a real boundary
apps/mobile/src/app/(app)/topic/[topicId].test.tsx:90	../../../lib/navigation	pure-data-stub	heuristic	mock returns fixtures or constants without crossing a real boundary
apps/mobile/src/app/(app)/topic/index.test.tsx:5	expo-router	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/topic/recall-test.test.tsx:10	react-i18next	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/topic/recall-test.test.tsx:15	expo-localization	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/topic/recall-test.test.tsx:23	expo-router	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/topic/recall-test.test.tsx:31	../../../hooks/use-retention	pure-data-stub	heuristic	relative mock defaults to an internal fixture stub unless overridden
apps/mobile/src/app/(app)/topic/recall-test.test.tsx:37	../../../components/session/ChatShell	pure-data-stub	heuristic	relative mock defaults to an internal fixture stub unless overridden
apps/mobile/src/app/(app)/topic/recall-test.test.tsx:93	../../../components/progress	pure-data-stub	heuristic	relative mock defaults to an internal fixture stub unless overridden
apps/mobile/src/app/(app)/topic/relearn.test.tsx:20	expo-router	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/topic/relearn.test.tsx:31	react-native-safe-area-context	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(app)/topic/relearn.test.tsx:35	../../../hooks/use-progress	service-stub-with-business-logic	heuristic	mobile test mock replaces app-level hook or client logic
apps/mobile/src/app/(app)/topic/relearn.test.tsx:39	../../../hooks/use-retention	pure-data-stub	heuristic	relative mock defaults to an internal fixture stub unless overridden
apps/mobile/src/app/(app)/topic/relearn.test.tsx:47	../../../hooks/use-parent-proxy	service-stub-with-business-logic	heuristic	mobile test mock replaces app-level hook or client logic
apps/mobile/src/app/(app)/topic/relearn.test.tsx:51	../../../lib/profile	pure-data-stub	heuristic	mock returns fixtures or constants without crossing a real boundary
apps/mobile/src/app/(app)/topic/relearn.test.tsx:58	../../../lib/navigation	pure-data-stub	heuristic	mock returns fixtures or constants without crossing a real boundary
apps/mobile/src/app/(app)/vocabulary/_layout.test.tsx:12	expo-router	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(auth)/_layout.test.tsx:12	expo-router	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(auth)/forgot-password.test.tsx:12	expo-router	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(auth)/forgot-password.test.tsx:20	react-native-safe-area-context	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(auth)/sign-in.test.tsx:15	expo-router	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(auth)/sign-in.test.tsx:20	expo-linking	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(auth)/sign-in.test.tsx:25	react-native-safe-area-context	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(auth)/sign-up.test.tsx:13	expo-router	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/(auth)/sign-up.test.tsx:18	react-native-safe-area-context	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/consent.test.tsx:15	react-i18next	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/consent.test.tsx:17	expo-router	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/consent.test.tsx:30	@clerk/clerk-expo	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/consent.test.tsx:40	react-native-safe-area-context	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/consent.test.tsx:46	../hooks/use-consent	pure-data-stub	heuristic	relative mock defaults to an internal fixture stub unless overridden
apps/mobile/src/app/consent.test.tsx:58	../hooks/use-network-status	pure-data-stub	heuristic	relative mock defaults to an internal fixture stub unless overridden
apps/mobile/src/app/consent.test.tsx:69	react-native-reanimated	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/create-profile.test.tsx:18	expo-router	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/create-profile.test.tsx:28	react-native-safe-area-context	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/create-profile.test.tsx:34	@react-native-community/datetimepicker	EXTERNAL	heuristic	bare-module mock defaults to an external dependency boundary
apps/mobile/src/app/create-profile.test.tsx:50	../lib/api-client	service-stub-with-business-logic	heuristic	mobile test mock replaces app-level hook or client logic
apps/mobile/src/app/create-profile.test.tsx:61	../lib/profile	pure-data-stub	heuristic	mock returns fixtures or constants without crossing a real boundary
apps/mobile/src/app/create-subject.test.tsx:35	react-i18next	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/create-subject.test.tsx:37	../lib/api-client	service-stub-with-business-logic	heuristic	mobile test mock replaces app-level hook or client logic
apps/mobile/src/app/create-subject.test.tsx:41	../lib/profile	pure-data-stub	heuristic	mock returns fixtures or constants without crossing a real boundary
apps/mobile/src/app/create-subject.test.tsx:67	expo-router	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/create-subject.test.tsx:77	react-native-safe-area-context	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/create-subject.test.tsx:81	../lib/theme	pure-data-stub	heuristic	mock returns fixtures or constants without crossing a real boundary
apps/mobile/src/app/create-subject.test.tsx:89	../hooks/use-keyboard-scroll	pure-data-stub	heuristic	relative mock defaults to an internal fixture stub unless overridden
apps/mobile/src/app/delete-account.test.tsx:15	react-i18next	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/delete-account.test.tsx:17	expo-router	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/delete-account.test.tsx:25	react-native-safe-area-context	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/delete-account.test.tsx:33	../hooks/use-account	service-stub-with-business-logic	heuristic	mobile test mock replaces app-level hook or client logic
apps/mobile/src/app/privacy.test.tsx:15	react-native-safe-area-context	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/privacy.test.tsx:19	../lib/theme	pure-data-stub	heuristic	mock returns fixtures or constants without crossing a real boundary
apps/mobile/src/app/privacy.test.tsx:7	expo-router	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/profiles.test.tsx:14	expo-router	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/profiles.test.tsx:23	react-native-safe-area-context	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/profiles.test.tsx:27	react-i18next	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/profiles.test.tsx:66	../hooks/use-subscription	pure-data-stub	heuristic	relative mock defaults to an internal fixture stub unless overridden
apps/mobile/src/app/profiles.test.tsx:73	../hooks/use-profiles	pure-data-stub	heuristic	relative mock defaults to an internal fixture stub unless overridden
apps/mobile/src/app/profiles.test.tsx:80	../lib/format-api-error	pure-data-stub	heuristic	mock returns fixtures or constants without crossing a real boundary
apps/mobile/src/app/profiles.test.tsx:86	../lib/platform-alert	pure-data-stub	heuristic	mock returns fixtures or constants without crossing a real boundary
apps/mobile/src/app/profiles.test.tsx:90	../lib/profile	pure-data-stub	heuristic	mock returns fixtures or constants without crossing a real boundary
apps/mobile/src/app/session-summary/[sessionId].test.tsx:106	../../hooks/use-parent-proxy	service-stub-with-business-logic	heuristic	mobile test mock replaces app-level hook or client logic
apps/mobile/src/app/session-summary/[sessionId].test.tsx:113	../../hooks/use-rating-prompt	pure-data-stub	heuristic	relative mock defaults to an internal fixture stub unless overridden
apps/mobile/src/app/session-summary/[sessionId].test.tsx:123	../../hooks/use-depth-evaluation	pure-data-stub	heuristic	relative mock defaults to an internal fixture stub unless overridden
apps/mobile/src/app/session-summary/[sessionId].test.tsx:131	../../lib/summary-draft	pure-data-stub	heuristic	relative mock defaults to an internal fixture stub unless overridden
apps/mobile/src/app/session-summary/[sessionId].test.tsx:23	expo-router	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/session-summary/[sessionId].test.tsx:240	../../lib/api-client	service-stub-with-business-logic	heuristic	mobile test mock replaces app-level hook or client logic
apps/mobile/src/app/session-summary/[sessionId].test.tsx:33	react-native-safe-area-context	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/session-summary/[sessionId].test.tsx:37	react-i18next	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/session-summary/[sessionId].test.tsx:42	@expo/vector-icons	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/session-summary/[sessionId].test.tsx:46	../../lib/theme	pure-data-stub	heuristic	mock returns fixtures or constants without crossing a real boundary
apps/mobile/src/app/session-summary/[sessionId].test.tsx:53	../../lib/sentry	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/session-summary/[sessionId].test.tsx:59	../../lib/platform-alert	pure-data-stub	heuristic	mock returns fixtures or constants without crossing a real boundary
apps/mobile/src/app/session-summary/[sessionId].test.tsx:65	../../lib/format-api-error	pure-data-stub	heuristic	mock returns fixtures or constants without crossing a real boundary
apps/mobile/src/app/session-summary/[sessionId].test.tsx:70	../../lib/profile	pure-data-stub	heuristic	mock returns fixtures or constants without crossing a real boundary
apps/mobile/src/app/session-transcript/[sessionId].test.tsx:24	expo-router	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/session-transcript/[sessionId].test.tsx:29	react-native-safe-area-context	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/session-transcript/[sessionId].test.tsx:33	../../lib/theme	pure-data-stub	heuristic	mock returns fixtures or constants without crossing a real boundary
apps/mobile/src/app/session-transcript/[sessionId].test.tsx:43	../../lib/navigation	pure-data-stub	heuristic	mock returns fixtures or constants without crossing a real boundary
apps/mobile/src/app/session-transcript/[sessionId].test.tsx:47	../../lib/format-api-error	pure-data-stub	heuristic	mock returns fixtures or constants without crossing a real boundary
apps/mobile/src/app/session-transcript/[sessionId].test.tsx:52	../../hooks/use-sessions	service-stub-with-business-logic	heuristic	mobile test mock replaces app-level hook or client logic
apps/mobile/src/app/sso-callback.test.tsx:17	react-i18next	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/sso-callback.test.tsx:5	expo-router	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
apps/mobile/src/app/sso-callback.test.tsx:9	expo-web-browser	EXTERNAL	heuristic	mock targets an external SDK or adapter boundary
