file,line,mock_kind,target,area,classification,retained_reason,cleanup_batch,basis,annotation
apps/api/src/routes/curriculum.test.ts,126,jest.mock,../services/billing,API route + top-level integration tests,P1,"critical-workflow: guard, ownership, quota, or billing path mocked",Batch 5 - billing/quota lifecycle,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/routes/curriculum.test.ts,193,jest.mock,inngest/hono,API route + top-level integration tests,P3,external-boundary: third-party SDK or framework runtime,Retain,known-external-sdk,gc1-allow: Inngest framework boundary
apps/api/src/routes/curriculum.test.ts,198,jest.mock,../inngest/client,API route + top-level integration tests,P3,transport-boundary: Inngest dispatch/client capture,Retain,inngest-transport-wrapper,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/routes/dashboard.test.ts,37,jest.mock,'@eduagent/database,API route + top-level integration tests,P1,critical-workflow: database mock can hide scoping or write behavior,Batch 4 - API route real-service tests,api-critical-workflow-target,gc1-allow: route unit test — DB middleware injected via mock; real DB covered by route integration / e2e tests
apps/api/src/routes/dashboard.test.ts,50,jest.mock,../services/account,API route + top-level integration tests,P1,critical-workflow: sibling service behavior mocked,Batch 4 - API route real-service tests,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/routes/dashboard.test.ts,73,jest.mock,../services/profile,API route + top-level integration tests,P1,critical-workflow: sibling service behavior mocked,Batch 4 - API route real-service tests,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/routes/dashboard.test.ts,88,jest.mock,../services/dashboard,API route + top-level integration tests,P1,critical-workflow: sibling service behavior mocked,Batch 4 - API route real-service tests,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/routes/dashboard.test.ts,111,jest.mock,../services/progress-summary,API route + top-level integration tests,P1,critical-workflow: sibling service behavior mocked,Batch 4 - API route real-service tests,api-critical-workflow-target,gc1-allow: route test isolates progress summary service contract
apps/api/src/routes/dashboard.test.ts,125,jest.mock,../services/weekly-report,API route + top-level integration tests,P1,critical-workflow: sibling service behavior mocked,Batch 4 - API route real-service tests,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/routes/dictation.test.ts,20,jest.mock,'@eduagent/database,API route + top-level integration tests,P1,critical-workflow: database mock can hide scoping or write behavior,Batch 4 - API route real-service tests,api-critical-workflow-target,gc1-allow: route unit test — DB middleware injected via mock; real DB covered by route integration / e2e tests
apps/api/src/routes/dictation.test.ts,25,jest.mock,../services/account,API route + top-level integration tests,P1,critical-workflow: sibling service behavior mocked,Batch 4 - API route real-service tests,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/routes/dictation.test.ts,41,jest.mock,../services/profile,API route + top-level integration tests,P1,critical-workflow: sibling service behavior mocked,Batch 4 - API route real-service tests,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/routes/dictation.test.ts,59,jest.mock,../services/dictation,API route + top-level integration tests,P1,critical-workflow: sibling service behavior mocked,Batch 4 - API route real-service tests,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/routes/feedback.test.ts,5,jest.mock,inngest/hono,API route + top-level integration tests,P3,external-boundary: third-party SDK or framework runtime,Retain,known-external-sdk,bare
apps/api/src/routes/feedback.test.ts,9,jest.mock,../inngest/client,API route + top-level integration tests,P3,transport-boundary: Inngest dispatch/client capture,Retain,inngest-transport-wrapper,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/routes/filing.test.ts,39,jest.mock,'@eduagent/database,API route + top-level integration tests,P1,critical-workflow: database mock can hide scoping or write behavior,Batch 4 - API route real-service tests,api-critical-workflow-target,gc1-allow: route unit test — DB middleware injected via mock; real DB covered by route integration / e2e tests
apps/api/src/routes/filing.test.ts,48,jest.mock,../services/account,API route + top-level integration tests,P1,critical-workflow: sibling service behavior mocked,Batch 4 - API route real-service tests,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/routes/filing.test.ts,68,jest.mock,../services/profile,API route + top-level integration tests,P1,critical-workflow: sibling service behavior mocked,Batch 4 - API route real-service tests,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/routes/filing.test.ts,99,jest.mock,../services/filing,API route + top-level integration tests,P1,critical-workflow: sibling service behavior mocked,Batch 4 - API route real-service tests,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/routes/filing.test.ts,130,jest.mock,../services/suggestions,API route + top-level integration tests,P1,critical-workflow: sibling service behavior mocked,Batch 4 - API route real-service tests,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/routes/filing.test.ts,148,jest.mock,../services/session,API route + top-level integration tests,P1,critical-workflow: sibling service behavior mocked,Batch 4 - API route real-service tests,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/routes/filing.test.ts,171,jest.mock,../services/sentry,API route + top-level integration tests,P3,observability: logging or error-capture sink,Retain,observability-wrapper,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/routes/filing.test.ts,185,jest.mock,../inngest/client,API route + top-level integration tests,P3,transport-boundary: Inngest dispatch/client capture,Retain,inngest-transport-wrapper,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/routes/filing.test.ts,200,jest.mock,inngest/hono,API route + top-level integration tests,P3,external-boundary: third-party SDK or framework runtime,Retain,known-external-sdk,bare
apps/api/src/routes/filing.test.ts,209,jest.mock,../services/billing,API route + top-level integration tests,P1,"critical-workflow: guard, ownership, quota, or billing path mocked",Batch 5 - billing/quota lifecycle,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/routes/homework.test.ts,11,jest.mock,inngest/hono,API route + top-level integration tests,P3,external-boundary: third-party SDK or framework runtime,Retain,known-external-sdk,gc1-allow: Inngest framework boundary
apps/api/src/routes/homework.test.ts,16,jest.mock,../inngest/client,API route + top-level integration tests,P3,transport-boundary: Inngest dispatch/client capture,Retain,inngest-transport-wrapper,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/routes/homework.test.ts,29,jest.mock,../services/sentry,API route + top-level integration tests,P3,observability: logging or error-capture sink,Retain,observability-wrapper,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/routes/homework.test.ts,44,jest.mock,'@eduagent/database,API route + top-level integration tests,P1,critical-workflow: database mock can hide scoping or write behavior,Batch 4 - API route real-service tests,api-critical-workflow-target,gc1-allow: route unit test — DB middleware injected via mock; real DB covered by route integration / e2e tests
apps/api/src/routes/homework.test.ts,49,jest.mock,../services/account,API route + top-level integration tests,P1,critical-workflow: sibling service behavior mocked,Batch 4 - API route real-service tests,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/routes/homework.test.ts,60,jest.mock,../services/profile,API route + top-level integration tests,P1,critical-workflow: sibling service behavior mocked,Batch 4 - API route real-service tests,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/routes/homework.test.ts,73,jest.mock,../services/session,API route + top-level integration tests,P1,critical-workflow: sibling service behavior mocked,Batch 4 - API route real-service tests,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/routes/homework.test.ts,86,jest.mock,../services/ocr,API route + top-level integration tests,P3,external-boundary: provider wrapper without app logic,Retain,known-provider-wrapper,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/routes/homework.test.ts,105,jest.mock,../services/billing,API route + top-level integration tests,P1,"critical-workflow: guard, ownership, quota, or billing path mocked",Batch 5 - billing/quota lifecycle,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/routes/inngest.test.ts,5,jest.mock,../inngest,API route + top-level integration tests,P1,critical-workflow: API internal module mock,Batch 4 - API route real-service tests,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/routes/inngest.test.ts,16,jest.mock,inngest/hono,API route + top-level integration tests,P3,external-boundary: third-party SDK or framework runtime,Retain,known-external-sdk,bare
apps/api/src/routes/learner-profile.test.ts,19,jest.mock,inngest/hono,API route + top-level integration tests,P3,external-boundary: third-party SDK or framework runtime,Retain,known-external-sdk,bare
apps/api/src/routes/learner-profile.test.ts,23,jest.mock,../inngest/client,API route + top-level integration tests,P3,transport-boundary: Inngest dispatch/client capture,Retain,inngest-transport-wrapper,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/routes/learner-profile.test.ts,56,jest.mock,'@eduagent/database,API route + top-level integration tests,P1,critical-workflow: database mock can hide scoping or write behavior,Batch 4 - API route real-service tests,api-critical-workflow-target,gc1-allow: unit-level route test — no DB available; createDatabaseModuleMock provides controlled familyLinks stub for IDOR assertions
apps/api/src/routes/learner-profile.test.ts,58,jest.mock,../services/account,API route + top-level integration tests,P1,critical-workflow: sibling service behavior mocked,Batch 4 - API route real-service tests,api-critical-workflow-target,pattern-a; gc1-allow: unit-level route test — no DB available; createDatabaseModuleMock provides controlled familyLinks stub for IDOR assertions
apps/api/src/routes/learner-profile.test.ts,78,jest.mock,../services/profile,API route + top-level integration tests,P1,critical-workflow: sibling service behavior mocked,Batch 4 - API route real-service tests,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/routes/learner-profile.test.ts,114,jest.mock,../services/learner-profile,API route + top-level integration tests,P1,critical-workflow: sibling service behavior mocked,Batch 4 - API route real-service tests,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/routes/learner-profile.test.ts,144,jest.mock,../services/learner-input,API route + top-level integration tests,P1,critical-workflow: sibling service behavior mocked,Batch 4 - API route real-service tests,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/routes/library-search.test.ts,19,jest.mock,'@eduagent/database,API route + top-level integration tests,P1,critical-workflow: database mock can hide scoping or write behavior,Batch 4 - API route real-service tests,api-critical-workflow-target,gc1-allow: route unit test — DB middleware injected via mock; real DB covered by route integration / e2e tests
apps/api/src/routes/library-search.test.ts,28,jest.mock,../services/account,API route + top-level integration tests,P1,critical-workflow: sibling service behavior mocked,Batch 4 - API route real-service tests,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/routes/library-search.test.ts,44,jest.mock,../services/profile,API route + top-level integration tests,P1,critical-workflow: sibling service behavior mocked,Batch 4 - API route real-service tests,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/routes/library-search.test.ts,67,jest.mock,../services/library-search,API route + top-level integration tests,P1,critical-workflow: sibling service behavior mocked,Batch 4 - API route real-service tests,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/routes/maintenance.test.ts,7,jest.mock,../inngest/client,API route + top-level integration tests,P3,transport-boundary: Inngest dispatch/client capture,Retain,inngest-transport-wrapper,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/routes/maintenance.test.ts,14,jest.mock,../services/sentry,API route + top-level integration tests,P3,observability: logging or error-capture sink,Retain,observability-wrapper,gc1-allow: Sentry service is the external observability boundary for this route test
apps/api/src/routes/notifications.test.ts,8,jest.mock,../services/child-cap-notifications,API route + top-level integration tests,P1,critical-workflow: sibling service behavior mocked,Batch 4 - API route real-service tests,api-critical-workflow-target,gc1-allow: route unit isolation; service covers DB behavior
apps/api/src/routes/nudges.test.ts,23,jest.mock,'@eduagent/database,API route + top-level integration tests,P1,critical-workflow: database mock can hide scoping or write behavior,Batch 4 - API route real-service tests,api-critical-workflow-target,gc1-allow: route unit test — DB middleware injected via mock; real DB covered by route integration / e2e tests
apps/api/src/routes/nudges.test.ts,28,jest.mock,../services/account,API route + top-level integration tests,P1,critical-workflow: sibling service behavior mocked,Batch 4 - API route real-service tests,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/routes/nudges.test.ts,50,jest.mock,../services/nudge,API route + top-level integration tests,P1,critical-workflow: sibling service behavior mocked,Batch 4 - API route real-service tests,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/routes/onboarding.test.ts,52,jest.mock,'@eduagent/database,API route + top-level integration tests,P1,critical-workflow: database mock can hide scoping or write behavior,Batch 4 - API route real-service tests,api-critical-workflow-target,gc1-allow: route unit test — DB middleware injected via mock; real DB covered by route integration / e2e tests
apps/api/src/routes/onboarding.test.ts,61,jest.mock,../services/account,API route + top-level integration tests,P1,critical-workflow: sibling service behavior mocked,Batch 4 - API route real-service tests,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/routes/onboarding.test.ts,77,jest.mock,../services/profile,API route + top-level integration tests,P1,critical-workflow: sibling service behavior mocked,Batch 4 - API route real-service tests,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/routes/onboarding.test.ts,103,jest.mock,../services/onboarding,API route + top-level integration tests,P1,critical-workflow: sibling service behavior mocked,Batch 4 - API route real-service tests,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/routes/onboarding.test.ts,125,jest.mock,inngest/hono,API route + top-level integration tests,P3,external-boundary: third-party SDK or framework runtime,Retain,known-external-sdk,gc1-allow: Inngest framework boundary
apps/api/src/routes/onboarding.test.ts,130,jest.mock,../inngest/client,API route + top-level integration tests,P3,transport-boundary: Inngest dispatch/client capture,Retain,inngest-transport-wrapper,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/routes/parking-lot.test.ts,1,jest.mock,../services/parking-lot-data,API route + top-level integration tests,P1,critical-workflow: sibling service behavior mocked,Batch 4 - API route real-service tests,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/routes/parking-lot.test.ts,17,jest.mock,../services/session,API route + top-level integration tests,P1,critical-workflow: sibling service behavior mocked,Batch 4 - API route real-service tests,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/routes/profiles.test.ts,11,jest.mock,../services/profile,API route + top-level integration tests,P1,critical-workflow: sibling service behavior mocked,Batch 4 - API route real-service tests,api-critical-workflow-target,pattern-a; gc1-allow: unit-route isolation; real service covered by integration tests
apps/api/src/routes/progress.test.ts,24,jest.mock,'@eduagent/database,API route + top-level integration tests,P1,critical-workflow: database mock can hide scoping or write behavior,Batch 4 - API route real-service tests,api-critical-workflow-target,gc1-allow: route unit test — DB middleware injected via mock; real DB covered by route integration / e2e tests
apps/api/src/routes/progress.test.ts,33,jest.mock,../services/account,API route + top-level integration tests,P1,critical-workflow: sibling service behavior mocked,Batch 4 - API route real-service tests,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/routes/progress.test.ts,49,jest.mock,../services/profile,API route + top-level integration tests,P1,critical-workflow: sibling service behavior mocked,Batch 4 - API route real-service tests,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/routes/progress.test.ts,79,jest.mock,../services/progress,API route + top-level integration tests,P1,critical-workflow: sibling service behavior mocked,Batch 4 - API route real-service tests,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/routes/progress.test.ts,105,jest.mock,../services/session/session-crud,API route + top-level integration tests,P1,critical-workflow: sibling service behavior mocked,Batch 4 - API route real-service tests,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/routes/progress.test.ts,128,jest.mock,../services/monthly-report,API route + top-level integration tests,P1,critical-workflow: sibling service behavior mocked,Batch 4 - API route real-service tests,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/routes/progress.test.ts,144,jest.mock,../services/weekly-report,API route + top-level integration tests,P1,critical-workflow: sibling service behavior mocked,Batch 4 - API route real-service tests,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/routes/progress.test.ts,167,jest.mock,../services/overdue-topics,API route + top-level integration tests,P1,critical-workflow: sibling service behavior mocked,Batch 4 - API route real-service tests,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/routes/progress.test.ts,181,jest.mock,../services/retention-data,API route + top-level integration tests,P1,critical-workflow: sibling service behavior mocked,Batch 4 - API route real-service tests,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/routes/progress.test.ts,199,jest.mock,inngest/hono,API route + top-level integration tests,P3,external-boundary: third-party SDK or framework runtime,Retain,known-external-sdk,gc1-allow: Inngest framework boundary
apps/api/src/routes/quiz.test.ts,23,jest.mock,'@eduagent/database,API route + top-level integration tests,P1,critical-workflow: database mock can hide scoping or write behavior,Batch 4 - API route real-service tests,api-critical-workflow-target,"pattern-a; gc1-allow: external boundary — unit test, real Neon DB unavailable; db injected via middleware"
apps/api/src/routes/quiz.test.ts,25,jest.mock,inngest/hono,API route + top-level integration tests,P3,external-boundary: third-party SDK or framework runtime,Retain,known-external-sdk,"gc1-allow: external boundary — unit test, real Neon DB unavailable; db injected via middleware"
apps/api/src/routes/quiz.test.ts,29,jest.mock,../inngest/client,API route + top-level integration tests,P3,transport-boundary: Inngest dispatch/client capture,Retain,inngest-transport-wrapper,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/routes/quiz.test.ts,42,jest.mock,../services/account,API route + top-level integration tests,P1,critical-workflow: sibling service behavior mocked,Batch 4 - API route real-service tests,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/routes/quiz.test.ts,58,jest.mock,../services/profile,API route + top-level integration tests,P1,critical-workflow: sibling service behavior mocked,Batch 4 - API route real-service tests,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/routes/quiz.test.ts,75,jest.mock,../services/streaks,API route + top-level integration tests,P1,critical-workflow: sibling service behavior mocked,Batch 4 - API route real-service tests,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/routes/quiz.test.ts,87,jest.mock,../services/llm,API route + top-level integration tests,P1,critical-workflow: LLM router/envelope path mocked,Batch 6 - LLM/provider fixture cleanup,api-critical-workflow-target,pattern-a; gc1-allow: LLM external boundary
apps/api/src/routes/recaps.test.ts,12,jest.mock,../services/recaps,API route + top-level integration tests,P1,critical-workflow: sibling service behavior mocked,Batch 4 - API route real-service tests,api-critical-workflow-target,gc1-allow: unit-route isolation; real service covered by integration tests
apps/api/src/routes/resend-webhook.test.ts,5,jest.mock,../inngest/client,API route + top-level integration tests,P3,transport-boundary: Inngest dispatch/client capture,Retain,inngest-transport-wrapper,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/routes/resend-webhook.test.ts,18,jest.mock,../services/logger,API route + top-level integration tests,P3,observability: logging or error-capture sink,Retain,observability-wrapper,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/routes/resend-webhook.test.ts,33,jest.mock,../services/sentry,API route + top-level integration tests,P3,observability: logging or error-capture sink,Retain,observability-wrapper,"gc1-allow: Sentry is an external observability boundary — SDK calls, not internal service logic. Same pattern as routes/account.test.ts"
apps/api/src/routes/retention.test.ts,15,jest.mock,'@eduagent/database,API route + top-level integration tests,P1,critical-workflow: database mock can hide scoping or write behavior,Batch 4 - API route real-service tests,api-critical-workflow-target,gc1-allow: route unit test — DB middleware injected via mock; real DB covered by route integration / e2e tests
apps/api/src/routes/retention.test.ts,20,jest.mock,../services/account,API route + top-level integration tests,P1,critical-workflow: sibling service behavior mocked,Batch 4 - API route real-service tests,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/routes/retention.test.ts,36,jest.mock,../services/profile,API route + top-level integration tests,P1,critical-workflow: sibling service behavior mocked,Batch 4 - API route real-service tests,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/routes/retention.test.ts,52,jest.mock,../services/retention-data,API route + top-level integration tests,P1,critical-workflow: sibling service behavior mocked,Batch 4 - API route real-service tests,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/routes/retention.test.ts,76,jest.mock,../services/billing,API route + top-level integration tests,P1,"critical-workflow: guard, ownership, quota, or billing path mocked",Batch 5 - billing/quota lifecycle,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/routes/revenuecat-webhook.test.ts,5,jest.mock,../services/kv,API route + top-level integration tests,P1,critical-workflow: sibling service behavior mocked,Batch 5 - billing/quota lifecycle,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/routes/revenuecat-webhook.test.ts,15,jest.mock,../services/billing,API route + top-level integration tests,P1,"critical-workflow: guard, ownership, quota, or billing path mocked",Batch 5 - billing/quota lifecycle,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/routes/revenuecat-webhook.test.ts,54,jest.mock,../services/account,API route + top-level integration tests,P1,critical-workflow: sibling service behavior mocked,Batch 5 - billing/quota lifecycle,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/routes/revenuecat-webhook.test.ts,64,jest.mock,../services/subscription,API route + top-level integration tests,P1,critical-workflow: sibling service behavior mocked,Batch 5 - billing/quota lifecycle,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/routes/revenuecat-webhook.test.ts,85,jest.mock,../services/trial,API route + top-level integration tests,P1,critical-workflow: sibling service behavior mocked,Batch 5 - billing/quota lifecycle,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/routes/revenuecat-webhook.test.ts,95,jest.mock,../inngest/client,API route + top-level integration tests,P3,transport-boundary: Inngest dispatch/client capture,Retain,inngest-transport-wrapper,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/routes/revenuecat-webhook.test.ts,108,jest.mock,../services/safe-non-core,API route + top-level integration tests,P1,critical-workflow: sibling service behavior mocked,Batch 5 - billing/quota lifecycle,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/routes/revenuecat-webhook.test.ts,123,jest.mock,../services/sentry,API route + top-level integration tests,P3,observability: logging or error-capture sink,Retain,observability-wrapper,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/routes/sessions.test.ts,16,jest.mock,../services/sentry,API route + top-level integration tests,P3,observability: logging or error-capture sink,Retain,observability-wrapper,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/routes/sessions.test.ts,37,jest.mock,'@eduagent/database,API route + top-level integration tests,P1,critical-workflow: database mock can hide scoping or write behavior,Batch 4 - API route real-service tests,api-critical-workflow-target,gc1-allow: route unit test — DB middleware injected via mock; real DB covered by route integration / e2e tests
apps/api/src/routes/sessions.test.ts,46,jest.mock,../services/account,API route + top-level integration tests,P1,critical-workflow: sibling service behavior mocked,Batch 4 - API route real-service tests,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/routes/sessions.test.ts,67,jest.mock,../services/profile,API route + top-level integration tests,P1,critical-workflow: sibling service behavior mocked,Batch 4 - API route real-service tests,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/routes/sessions.test.ts,121,jest.mock,../services/billing,API route + top-level integration tests,P1,"critical-workflow: guard, ownership, quota, or billing path mocked",Batch 5 - billing/quota lifecycle,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/routes/sessions.test.ts,178,jest.mock,../services/session/session-crud,API route + top-level integration tests,P1,critical-workflow: sibling service behavior mocked,Batch 4 - API route real-service tests,api-critical-workflow-target,pattern-a; gc1-allow: route unit test routes extracted helper through real session-crud import; implementation covered by session-crud tests
apps/api/src/routes/sessions.test.ts,192,jest.mock,../services/session,API route + top-level integration tests,P1,critical-workflow: sibling service behavior mocked,Batch 4 - API route real-service tests,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/routes/sessions.test.ts,429,jest.mock,../services/interleaved,API route + top-level integration tests,P1,critical-workflow: sibling service behavior mocked,Batch 4 - API route real-service tests,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/routes/sessions.test.ts,445,jest.mock,../services/recall-bridge,API route + top-level integration tests,P1,critical-workflow: sibling service behavior mocked,Batch 4 - API route real-service tests,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/routes/sessions.test.ts,461,jest.mock,inngest/hono,API route + top-level integration tests,P3,external-boundary: third-party SDK or framework runtime,Retain,known-external-sdk,bare
apps/api/src/routes/sessions.test.ts,467,jest.mock,../inngest/client,API route + top-level integration tests,P3,transport-boundary: Inngest dispatch/client capture,Retain,inngest-transport-wrapper,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/routes/settings.test.ts,28,jest.mock,'@eduagent/database,API route + top-level integration tests,P1,critical-workflow: database mock can hide scoping or write behavior,Batch 4 - API route real-service tests,api-critical-workflow-target,gc1-allow: route unit test requires DB module mock for middleware — no real DB
apps/api/src/routes/settings.test.ts,33,jest.mock,../services/account,API route + top-level integration tests,P1,critical-workflow: sibling service behavior mocked,Batch 4 - API route real-service tests,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/routes/settings.test.ts,57,jest.mock,../services/settings,API route + top-level integration tests,P1,critical-workflow: sibling service behavior mocked,Batch 4 - API route real-service tests,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/routes/stripe-webhook.test.ts,5,jest.mock,../services/webhook-idempotency,API route + top-level integration tests,P1,critical-workflow: sibling service behavior mocked,Batch 5 - billing/quota lifecycle,api-critical-workflow-target,gc1-allow: service boundary — claimWebhookId makes a live DB call; the real DB is not wired in this unit test. Integration tests (resend-webhook.test.ts) cover the real DB path.
apps/api/src/routes/stripe-webhook.test.ts,12,jest.mock,../services/stripe,API route + top-level integration tests,P3,external-boundary: provider wrapper without app logic,Retain,known-provider-wrapper,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/routes/stripe-webhook.test.ts,22,jest.mock,../services/kv,API route + top-level integration tests,P1,critical-workflow: sibling service behavior mocked,Batch 5 - billing/quota lifecycle,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/routes/stripe-webhook.test.ts,32,jest.mock,../services/billing,API route + top-level integration tests,P1,"critical-workflow: guard, ownership, quota, or billing path mocked",Batch 5 - billing/quota lifecycle,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/routes/stripe-webhook.test.ts,48,jest.mock,../services/subscription,API route + top-level integration tests,P1,critical-workflow: sibling service behavior mocked,Batch 5 - billing/quota lifecycle,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/routes/stripe-webhook.test.ts,81,jest.mock,../inngest/client,API route + top-level integration tests,P3,transport-boundary: Inngest dispatch/client capture,Retain,inngest-transport-wrapper,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/routes/stripe-webhook.test.ts,93,jest.mock,../services/sentry,API route + top-level integration tests,P3,observability: logging or error-capture sink,Retain,observability-wrapper,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/routes/subjects-language-setup.test.ts,1,jest.mock,../services/subject,API route + top-level integration tests,P1,critical-workflow: sibling service behavior mocked,Batch 4 - API route real-service tests,api-critical-workflow-target,pattern-a; gc1-allow: unit route classification regression; integration covers real service
apps/api/src/routes/subjects.test.ts,11,jest.mock,../services/subject,API route + top-level integration tests,P1,critical-workflow: sibling service behavior mocked,Batch 4 - API route real-service tests,api-critical-workflow-target,pattern-a; gc1-allow: unit-route isolation; real service covered by integration tests
apps/api/src/routes/subjects.test.ts,29,jest.mock,../services/subject-resolve,API route + top-level integration tests,P1,critical-workflow: sibling service behavior mocked,Batch 4 - API route real-service tests,api-critical-workflow-target,pattern-a; gc1-allow: unit-route isolation for subjects route
apps/api/src/routes/subjects.test.ts,42,jest.mock,../services/subject-classify,API route + top-level integration tests,P1,critical-workflow: sibling service behavior mocked,Batch 4 - API route real-service tests,api-critical-workflow-target,pattern-a; gc1-allow: unit-route isolation for subjects route
