"file","line","category","burndownClass","effort","borderline","specifier","mocked","note","verifierNote"
"apps/api/src/routes/billing.test.ts",177,"already-gc1-allow","trivial-requireActual","S",false,"../services/sentry","captureException (spy for BUG-97 KV-failure-captured assertion)","gc1-allow 'pattern-a conversion'. requireActual + one override. The Sentry wrapper runs in tests; the spy could be a jest.spyOn(sentry,'captureException') on the real export instead of a module mock. Trivial, low priority.",""
"apps/api/src/routes/book-suggestions.test.ts",26,"already-gc1-allow","legit-gc1-allow","none",false,"@eduagent/database","workspace database module; middleware injects a stub db per request","gc1-allow on the line. @eduagent/database is internal, but this is a route UNIT test that injects a stub db via middleware; the real Neon DB cannot run in the unit test env (covered by route integration/e2e). Justified escape.",""
"apps/api/src/routes/book-suggestions.test.ts",35,"already-gc1-allow","trivial-requireActual","S",false,"../services/account","findOrCreateAccount override; rest is requireActual","Already uses jest.requireActual + single override (findOrCreateAccount). This is the canonical pattern-a shape; gc1-allow comment is a label rather than a true env-blocked escape. Effectively already converted — keep as requireActual override; could drop the gc1-allow tag.",""
"apps/api/src/routes/book-suggestions.test.ts",55,"already-gc1-allow","trivial-requireActual","S",false,"../services/profile","findOwnerProfile + getProfile overrides; rest requireActual","requireActual + targeted overrides already in place. Internal module stubbing two profile reads to avoid DB; convertible/already in pattern-a shape. Not a true env-block, but trivial and already conforms.",""
"apps/api/src/routes/book-suggestions.test.ts",86,"already-gc1-allow","trivial-requireActual","S",false,"../services/suggestions","getUnpicked*/getAllBookSuggestions stubs; rest requireActual","requireActual + targeted overrides on three suggestion reads to avoid DB. Internal service; already in pattern-a shape. Trivial.",""
"apps/api/src/routes/bookmarks.test.ts",24,"already-gc1-allow","legit-gc1-allow","none",false,"@eduagent/database","workspace database module via createDatabaseModuleMock(includeActual)","gc1-allow present. Internal workspace pkg, but route unit test injects a stub db; real Neon DB cannot run in unit env (integration/e2e cover it). Justified.",""
"apps/api/src/routes/bookmarks.test.ts",33,"already-gc1-allow","trivial-requireActual","S",false,"../services/account","findOrCreateAccount override; rest requireActual","requireActual + single targeted override; already pattern-a shape. Trivial internal stub to avoid DB.",""
"apps/api/src/routes/bookmarks.test.ts",49,"already-gc1-allow","trivial-requireActual","S",false,"../services/profile","findOwnerProfile + getProfile overrides; rest requireActual","requireActual + targeted overrides for two profile reads. Internal; already conforms to pattern-a. Trivial.",""
"apps/api/src/routes/bookmarks.test.ts",76,"already-gc1-allow","trivial-requireActual","S",false,"../services/bookmarks","create/delete/list/listSession bookmark fns routed to local jest.fn()","gc1-allow pattern-a; uses requireActual and overrides only the four bookmark service fns (which hit DB). The module under test (the route) calls these; stubbing the four named exports is the trivial pattern. Could keep requireActual + targeted overrides; gc1-allow tag is decorative.",""
"apps/api/src/routes/books.test.ts",19,"already-gc1-allow","legit-gc1-allow","none",false,"@eduagent/database","workspace database module via createDatabaseModuleMock(includeActual)","gc1-allow present. Internal pkg but route unit test injects a stub db; real Neon DB cannot run in unit env. Justified (integration/e2e cover real DB).",""
"apps/api/src/routes/books.test.ts",28,"already-gc1-allow","trivial-requireActual","S",false,"../services/account","findOrCreateAccount override; rest requireActual","requireActual + single targeted override; already pattern-a. Trivial internal stub.",""
"apps/api/src/routes/books.test.ts",44,"already-gc1-allow","trivial-requireActual","S",false,"../services/profile","findOwnerProfile/getProfile/getProfileAge overrides; rest requireActual","requireActual + three targeted profile-read overrides to avoid DB. Internal; already conforms to pattern-a. Trivial.",""
"apps/api/src/routes/books.test.ts",150,"already-gc1-allow","trivial-requireActual","S",false,"../services/curriculum","getBooks/getBookWithTopics/claim/repair/expand/deleteBook etc. (12+ exports) stubbed; rest requireActual","gc1-allow pattern-a. Uses requireActual + targeted overrides on ~12 curriculum service fns. Many overrides but each is a flat jest.fn returning fixtures — the real fns are DB-backed and the route only needs their return shapes; this is the sanctioned requireActual-override pattern, already conforming. Larger surface but still trivial pattern, not a wiring problem.",""
"apps/api/src/routes/books.test.ts",185,"already-gc1-allow","trivial-requireActual","S",false,"../services/book-generation","generateBookTopics override; rest requireActual","requireActual + single override of generateBookTopics (which is itself LLM-backed). Internal orchestration service; stubbing the one LLM-driven export. Trivial pattern-a; note: generateBookTopics ultimately wraps the LLM boundary, so override is well-motivated.",""
"apps/api/src/routes/books.test.ts",229,"already-gc1-allow","trivial-requireActual","S",false,"../services/billing","ensureFreeSubscription/getEffectiveAccess/getQuotaPool/decrementQuota/etc. metering fns; rest requireActual","gc1-allow pattern-a. requireActual + targeted overrides on the billing/metering reads+writes needed by the metering middleware (generate-topics is metered). Internal service; the real fns are DB/Stripe-backed but only their return shapes are needed here. Many overrides but flat fixtures — trivial pattern, already conforming. (Note: real billing pulls in Stripe; overriding the named exports rather than mocking Stripe directly is the chosen seam — acceptable as internal pattern-a.)",""
"apps/api/src/routes/coaching-card.test.ts",15,"already-gc1-allow","legit-gc1-allow","none",false,"@eduagent/database","the database module (db client) injected into route middleware","Carries gc1-allow: route unit test injects a stub DB via middleware; real DB exercised by route integration/e2e tests. @eduagent/database is internal, but the stated reason is legitimate — a real Neon connection cannot run in a unit-test env. Acceptable as a gc1-allow escape.",""
"apps/api/src/routes/coaching-card.test.ts",21,"already-gc1-allow","trivial-requireActual","S",false,"../services/account","findOrCreateAccount export of the account service","gc1-allow: pattern-a conversion — and it ALREADY uses the pattern-a shape (jest.requireActual + single targeted override of findOrCreateAccount). Only one named export stubbed; the real module's other exports are spread through. This is the sanctioned canonical pattern; the only debt is that the override still hits DB if invoked, but the spread is real. Effectively already converted; low risk.",""
"apps/api/src/routes/coaching-card.test.ts",34,"already-gc1-allow","trivial-requireActual","S",false,"../services/profile","findOwnerProfile + getProfile exports of the profile service","gc1-allow: pattern-a conversion. Already in pattern-a form (requireActual + two targeted fn overrides). Internal service, only two named exports stubbed; real module spread. Minimal debt.",""
"apps/api/src/routes/coaching-card.test.ts",46,"already-gc1-allow","trivial-requireActual","S",false,"../services/coaching-cards","getCoachingCardForProfile export of the coaching-cards service","gc1-allow: pattern-a conversion. Already pattern-a (requireActual + single override). Internal, one export stubbed, real module spread. Minimal debt.",""
"apps/api/src/routes/consent.test.ts",24,"already-gc1-allow","trivial-requireActual","S",false,"../services/sentry","captureException export of the internal Sentry wrapper service","gc1-allow: pattern-a conversion, already pattern-a form (requireActual + single captureException override). This is the project's own Sentry wrapper service (../services/sentry), not the @sentry/* SDK boundary — so internal. Spying on captureException is trivial; one export stubbed, real module spread. Low debt.",""
"apps/api/src/routes/consent.test.ts",34,"already-gc1-allow","trivial-requireActual","S",false,"../services/notifications","sendEmail/sendPushNotification/format* exports of the notifications service","gc1-allow: pattern-a conversion, already pattern-a (requireActual + targeted overrides). The underlying email/push PROVIDERS (resend, expo) are the real boundary, but here the project's own notifications service is mocked, so it is internal. Several named exports stubbed but no DB/transitive graph; convertible cleanly. Low debt.",""
"apps/api/src/routes/consent.test.ts",76,"already-gc1-allow","legit-gc1-allow","none",false,"@eduagent/database","the database module (db client) injected into route middleware","gc1-allow: route unit test — DB middleware injected via mock; real DB covered by integration/e2e. Internal workspace pkg, but real Neon connection cannot run in unit-test env. Legitimate escape.",""
"apps/api/src/routes/consent.test.ts",85,"already-gc1-allow","trivial-requireActual","S",false,"../services/account","findOrCreateAccount export of the account service","gc1-allow: pattern-a conversion, already pattern-a (requireActual + single override). Internal service, one export stubbed, real module spread. Low debt.",""
"apps/api/src/routes/consent.test.ts",101,"already-gc1-allow","trivial-requireActual","S",false,"../services/profile","findOwnerProfile/getProfile/listProfiles/createProfile/updateProfile/switchProfile of the profile service","gc1-allow: pattern-a conversion, already pattern-a (requireActual + targeted overrides). Internal service; multiple exports stubbed but no DB/transitive drag in the override closures themselves. Convertible; low-moderate debt, leaning trivial.",""
"apps/api/src/routes/consent.test.ts",130,"already-gc1-allow","needs-wiring","M",false,"../services/consent","checkConsentRequired/requestConsent/resendConsent/processConsentResponse/revokeConsent/restoreConsent/getProfileConsentState etc. — the core consent service","gc1-allow: pattern-a conversion, already pattern-a (requireActual + many targeted overrides; error classes pulled via requireActual elsewhere in the file). This is the central consent service under test for these route tests; it owns DB transactions (consent state writes). Running the real service would require seeding consent records and a DB. Converting to real wiring is moderate (needs fixtures/DB). Tracked as backlog though heavily overridden today.",""
"apps/api/src/routes/curriculum.test.ts",24,"already-gc1-allow","legit-gc1-allow","none",false,"@eduagent/database","the database module (db client) injected into route middleware","gc1-allow: route unit test — DB middleware injected via mock; real DB covered by integration/e2e. Internal workspace pkg, but real DB cannot run in unit env. Legitimate escape.",""
"apps/api/src/routes/curriculum.test.ts",33,"already-gc1-allow","trivial-requireActual","S",false,"../services/account","findOrCreateAccount export of the account service","gc1-allow: pattern-a conversion, already pattern-a (requireActual + single override). Internal, one export stubbed, real module spread. Low debt.",""
"apps/api/src/routes/curriculum.test.ts",49,"already-gc1-allow","trivial-requireActual","S",false,"../services/profile","findOwnerProfile + getProfile exports of the profile service","gc1-allow: pattern-a conversion, already pattern-a (requireActual + two targeted overrides). Internal, two exports stubbed, real module spread. Low debt.",""
"apps/api/src/routes/curriculum.test.ts",81,"already-gc1-allow","needs-wiring","M",false,"../services/curriculum","getCurriculum/skipTopic/unskipTopic/challengeCurriculum/explainTopicOrdering/addCurriculumTopic/adaptCurriculumFromPerformance — the curriculum service","gc1-allow: pattern-a conversion, already pattern-a (requireActual + 7 targeted fn overrides). This is the primary service under test; its real implementations perform DB reads/writes and (challenge/explain) LLM calls. Running them for real needs DB seeding and LLM-boundary stubbing — moderate wiring. Backlog.",""
"apps/api/src/routes/curriculum.test.ts",104,"already-gc1-allow","needs-wiring","M",false,"../services/family-bridge","cloneTopicFromChild + undoCloneFromChild exports of the family-bridge service","gc1-allow comment explicitly states the bridge service has DB transaction logic covered separately. Already pattern-a (requireActual + two overrides). Internal; running the real clone/undo requires multi-table DB transactions and seeded child profiles. Moderate wiring to convert. Backlog.",""
"apps/api/src/routes/curriculum.test.ts",126,"already-gc1-allow","needs-wiring","M",false,"../services/billing","ensureFreeSubscription/getEffectiveAccessForSubscription/getQuotaPool/getOrProvisionProfileQuotaUsage/decrementQuota/getTopUpCreditsRemaining/safeRefundQuota — billing service used by metering middleware","gc1-allow: pattern-a conversion, already pattern-a (requireActual + many quota/subscription overrides). Internal billing service exercised via metering middleware; real impl reads/writes subscription + quota tables. Converting needs seeded billing fixtures. Moderate wiring. (Stripe SDK is the external boundary, but this is the project's own billing service, so internal.) Backlog.",""
"apps/api/src/routes/dashboard.test.ts",37,"already-gc1-allow","legit-gc1-allow","none",false,"@eduagent/database","the @eduagent/database module (db client + schema)","Carries gc1-allow: route unit test injects DB middleware via mock; real DB covered by route integration/e2e. Legitimate — the real DB client cannot run in a route-unit test env without seeding/network. Internal workspace package but functionally a DB boundary stub.",""
"apps/api/src/routes/dashboard.test.ts",50,"already-gc1-allow","trivial-requireActual","none",false,"../services/account","findOrCreateAccount export of the account service","gc1-allow: pattern-a conversion — already uses jest.requireActual('../services/account') + a single named override (findOrCreateAccount). This is the canonical converted shape; the gc1-allow tag is residual. No further burndown needed.",""
"apps/api/src/routes/dashboard.test.ts",73,"already-gc1-allow","trivial-requireActual","none",false,"../services/profile","findOwnerProfile and getProfile exports of the profile service","gc1-allow: pattern-a conversion — already requireActual + two named overrides. Canonical converted shape; tag is residual.",""
"apps/api/src/routes/dashboard.test.ts",88,"already-gc1-allow","trivial-requireActual","none",false,"../services/dashboard","getChildrenForParent, getChildDetail, getChildSubjectTopics of the dashboard service","gc1-allow: pattern-a conversion — already requireActual + three named overrides. Canonical converted shape; tag is residual.",""
"apps/api/src/routes/dashboard.test.ts",111,"already-gc1-allow","trivial-requireActual","S",true,"../services/progress-summary","getProgressSummary (entire module replaced, no requireActual spread)","gc1-allow: route test isolates progress-summary contract. Unlike siblings this does NOT requireActual — it replaces the whole module with one export. progress-summary is a thin read service; convert to requireActual + single getProgressSummary override to retain real other exports.",""
"apps/api/src/routes/dashboard.test.ts",125,"already-gc1-allow","trivial-requireActual","none",false,"../services/weekly-report","listWeeklyReportsForParentChild, getWeeklyReportForParentChild, markWeeklyReportViewed","gc1-allow: pattern-a conversion — already requireActual + three named overrides; NOTE comment confirms deliberate route-unit shallow mock with integration coverage elsewhere. Canonical converted shape.",""
"apps/api/src/routes/dictation.test.ts",20,"already-gc1-allow","legit-gc1-allow","none",false,"@eduagent/database","the @eduagent/database module (db client + schema)","gc1-allow: route unit test — DB middleware injected via mock; real DB covered by integration/e2e. Legitimate DB-boundary stub for a route-unit test.",""
"apps/api/src/routes/dictation.test.ts",25,"already-gc1-allow","trivial-requireActual","none",false,"../services/account","findOrCreateAccount export of account service","gc1-allow: pattern-a conversion — already requireActual + single named override. Canonical converted shape; tag residual.",""
"apps/api/src/routes/dictation.test.ts",41,"already-gc1-allow","trivial-requireActual","none",false,"../services/profile","findOwnerProfile and getProfile exports of profile service","gc1-allow: pattern-a conversion — already requireActual + two named overrides. Canonical converted shape; tag residual.",""
"apps/api/src/routes/dictation.test.ts",59,"already-gc1-allow","trivial-requireActual","S",true,"../services/dictation","prepareHomework, generateDictation, reviewDictation, recordDictationResult, getDictationStreak, fetchGenerateContext","gc1-allow: pattern-a conversion — already requireActual + named overrides. Comment calls dictation the 'internal boundary' but it is a project service, not an external boundary. Already in converted shape; the six jest.fn() stubs (esp. generateDictation/reviewDictation, which hit the LLM) are the actual external dependency being avoided. Acceptable as converted; no DB/network drag remains.",""
"apps/api/src/routes/filing.test.ts",39,"already-gc1-allow","legit-gc1-allow","none",false,"@eduagent/database","the @eduagent/database module (transactional mock db)","gc1-allow: route unit test — DB middleware injected via mock; real DB covered by integration/e2e. Legitimate DB-boundary stub; uses createTransactionalMockDb fixture.",""
"apps/api/src/routes/filing.test.ts",48,"already-gc1-allow","trivial-requireActual","none",false,"../services/account","findOrCreateAccount export of account service","gc1-allow: pattern-a conversion — already requireActual + single named override. Canonical converted shape; tag residual.",""
"apps/api/src/routes/filing.test.ts",68,"already-gc1-allow","trivial-requireActual","none",false,"../services/profile","findOwnerProfile and getProfile exports of profile service","gc1-allow: pattern-a conversion — already requireActual + two named overrides. Canonical converted shape; tag residual.",""
"apps/api/src/routes/filing.test.ts",99,"already-gc1-allow","trivial-requireActual","S",true,"../services/filing","buildLibraryIndex, fileToLibrary, resolveFilingResult exports of filing service","gc1-allow: pattern-a conversion — already requireActual + three named overrides. The overridden methods (fileToLibrary) hit DB+LLM, which is the real reason for the stub; acceptable converted shape. Module under test is the route, not filing.",""
"apps/api/src/routes/filing.test.ts",130,"already-gc1-allow","trivial-requireActual","none",false,"../services/suggestions","markBookSuggestionPicked, markTopicSuggestionUsed of suggestions service","gc1-allow: pattern-a conversion — already requireActual + two named overrides (both DB writes). Canonical converted shape; tag residual.",""
"apps/api/src/routes/filing.test.ts",148,"already-gc1-allow","trivial-requireActual","none",false,"../services/session","getSessionTranscript, markSessionFiled, getSession (claimSessionForFilingRetry kept actual)","gc1-allow: pattern-a conversion — requireActual + targeted overrides, deliberately keeping claimSessionForFilingRetry as actual to exercise the WHERE-guarded UPDATE (IDOR break test). Exemplary converted shape; tag residual.",""
"apps/api/src/routes/filing.test.ts",171,"already-gc1-allow","trivial-requireActual","none",false,"../services/sentry","captureException of internal sentry wrapper service","gc1-allow: pattern-a conversion — requireActual + single captureException override. This is the project's own sentry wrapper module (not the @sentry SDK), so internal; but already in canonical converted shape. Spy on the wrapper is a reasonable assertion seam.",""
"apps/api/src/routes/filing.test.ts",209,"already-gc1-allow","trivial-requireActual","none",false,"../services/billing","ensureFreeSubscription of billing service (required by metering middleware)","gc1-allow: pattern-a conversion — already requireActual + single ensureFreeSubscription override needed by the metering middleware. Internal billing service (not Stripe SDK). Canonical converted shape; tag residual.",""
"apps/api/src/routes/library-search.test.ts",19,"already-gc1-allow","legit-gc1-allow","none",false,"@eduagent/database","the database module (Drizzle db client) injected via createDatabaseModuleMock","gc1-allow present. @eduagent/database opens a real Neon connection at import; a route unit test cannot run it. Real DB path is covered by route integration/e2e tests. Legitimate escape.",""
"apps/api/src/routes/library-search.test.ts",28,"already-gc1-allow","trivial-requireActual","none",false,"../services/account","findOrCreateAccount stubbed; rest preserved via requireActual","gc1-allow + already in pattern-a form (jest.requireActual + single targeted override). findOrCreateAccount does a Clerk/DB round-trip required by auth middleware. Already the sanctioned shape; acceptable as-is.",""
"apps/api/src/routes/library-search.test.ts",44,"already-gc1-allow","trivial-requireActual","none",false,"../services/profile","findOwnerProfile/getProfile/getProfileAge stubbed; rest via requireActual","gc1-allow + pattern-a requireActual with targeted overrides. Real profile service hits the DB; stubs feed the auth middleware. Already in the sanctioned form.",""
"apps/api/src/routes/library-search.test.ts",67,"already-gc1-allow","trivial-requireActual","none",false,"../services/library-search","searchLibrary stubbed; rest via requireActual","gc1-allow + pattern-a requireActual with one targeted override. This is the unit-under-collaborator; stubbing searchLibrary isolates the HTTP layer. Already sanctioned shape.",""
"apps/api/src/routes/nudges.test.ts",23,"already-gc1-allow","legit-gc1-allow","none",false,"@eduagent/database","the database module injected via createDatabaseModuleMock with profiles.findFirst controllable","gc1-allow present. Real @eduagent/database opens a Neon connection at import; route unit test cannot exercise it. DB covered by integration/e2e. Legitimate escape.",""
"apps/api/src/routes/nudges.test.ts",28,"already-gc1-allow","trivial-requireActual","none",false,"../services/account","findOrCreateAccount stubbed; rest via requireActual","gc1-allow + pattern-a requireActual with one targeted override. findOrCreateAccount avoids a Clerk/DB round-trip in auth middleware. Already sanctioned shape.",""
"apps/api/src/routes/nudges.test.ts",50,"already-gc1-allow","trivial-requireActual","none",false,"../services/nudge","createNudge/listUnreadNudges/markNudgeRead/markAllNudgesRead stubbed; rest via requireActual","gc1-allow + pattern-a requireActual with targeted overrides. Stubs the nudge DB-backed service so the test exercises only the HTTP layer. Already sanctioned shape.",""
"apps/api/src/routes/onboarding.test.ts",52,"already-gc1-allow","legit-gc1-allow","none",false,"@eduagent/database","the database module via createDatabaseModuleMock with a Proxy over db.query for familyLinks/consentStates","gc1-allow present. Real @eduagent/database opens a Neon connection at import; cannot run in a route unit test. assertParentAccess's familyLinks query is driven via the proxy. Legitimate escape.",""
"apps/api/src/routes/onboarding.test.ts",61,"already-gc1-allow","trivial-requireActual","none",false,"../services/account","findOrCreateAccount stubbed; rest via requireActual","gc1-allow + pattern-a requireActual with one targeted override for the auth-middleware Clerk/DB call. Already sanctioned shape.",""
"apps/api/src/routes/onboarding.test.ts",77,"already-gc1-allow","trivial-requireActual","none",false,"../services/profile","findOwnerProfile/getProfile stubbed; rest via requireActual","gc1-allow + pattern-a requireActual with targeted overrides feeding the auth middleware. Real profile service hits DB. Already sanctioned shape.",""
"apps/api/src/routes/onboarding.test.ts",103,"already-gc1-allow","trivial-requireActual","none",false,"../services/onboarding","updateConversationLanguage/updatePronouns/updateInterestsContext stubbed; error classes preserved via requireActual","gc1-allow + pattern-a requireActual with targeted overrides; requireActual deliberately preserves error classes for instanceof checks in the route. Already sanctioned shape.",""
"apps/api/src/routes/parking-lot.test.ts",1,"already-gc1-allow","trivial-requireActual","none",false,"../services/parking-lot-data","getParkingLotItems/getParkingLotItemsForTopic/addParkingLotItem stubbed, MAX_ITEMS_PER_TOPIC re-exported; rest via requireActual","gc1-allow + pattern-a requireActual with targeted overrides. DB-backed parking-lot data service stubbed so the route handler is tested in isolation. Already sanctioned shape.",""
"apps/api/src/routes/parking-lot.test.ts",17,"already-gc1-allow","trivial-requireActual","none",false,"../services/session","getSession stubbed; rest via requireActual","gc1-allow + pattern-a requireActual with one targeted override. getSession is DB-backed; stub isolates the HTTP layer. Already sanctioned shape.",""
"apps/api/src/routes/progress.test.ts",24,"already-gc1-allow","legit-gc1-allow","none",false,"@eduagent/database","the database module via createDatabaseModuleMock","gc1-allow present. Real @eduagent/database opens a Neon connection at import; route unit test cannot run it. DB covered by integration/e2e. Legitimate escape.",""
"apps/api/src/routes/progress.test.ts",33,"already-gc1-allow","trivial-requireActual","none",false,"../services/account","findOrCreateAccount stubbed; rest via requireActual","gc1-allow + pattern-a requireActual with one targeted override for the auth-middleware Clerk/DB call. Already sanctioned shape.",""
"apps/api/src/routes/progress.test.ts",49,"already-gc1-allow","trivial-requireActual","none",false,"../services/profile","findOwnerProfile/getProfile stubbed; rest via requireActual","gc1-allow + pattern-a requireActual with targeted overrides feeding the auth middleware. Already sanctioned shape.",""
"apps/api/src/routes/progress.test.ts",79,"already-gc1-allow","trivial-requireActual","none",false,"../services/progress","7 progress getters (getSubjectProgress, getTopicProgress, getOverallProgress, getContinueSuggestion, getLearningResumeTarget, getActiveSessionForTopic, resolveTopicSubject) stubbed; rest via requireActual","gc1-allow + pattern-a requireActual with targeted overrides. All overrides are DB-backed read functions; stubbing isolates the route. Several named exports but still the sanctioned shape, not a whole-module replacement.",""
"apps/api/src/routes/progress.test.ts",105,"already-gc1-allow","trivial-requireActual","none",false,"../services/session/session-crud","listProfileSessions stubbed; rest via requireActual","gc1-allow + pattern-a requireActual with one targeted override. DB-backed session list stubbed. Already sanctioned shape.",""
"apps/api/src/routes/progress.test.ts",128,"already-gc1-allow","trivial-requireActual","none",false,"../services/monthly-report","listMonthlyReportsForProfile/getMonthlyReportForProfile stubbed; rest via requireActual","gc1-allow + pattern-a requireActual with targeted overrides. DB-backed report reads stubbed. Already sanctioned shape.",""
"apps/api/src/routes/progress.test.ts",144,"already-gc1-allow","trivial-requireActual","none",false,"../services/weekly-report","listWeeklyReportsForProfile/getWeeklyReportForProfile stubbed; rest via requireActual","gc1-allow + pattern-a requireActual with targeted overrides. DB-backed report reads stubbed. Already sanctioned shape.",""
"apps/api/src/routes/progress.test.ts",167,"already-gc1-allow","trivial-requireActual","none",false,"../services/overdue-topics","getOverdueTopicsGrouped stubbed; rest via requireActual","gc1-allow + pattern-a requireActual with one targeted override. DB-backed overdue computation stubbed. Already sanctioned shape.",""
"apps/api/src/routes/progress.test.ts",181,"already-gc1-allow","trivial-requireActual","none",false,"../services/retention-data","getProfileOverdueCount stubbed; rest via requireActual","gc1-allow + pattern-a requireActual with one targeted override. DB-backed retention count stubbed. Already sanctioned shape.",""
"apps/api/src/routes/quiz.test.ts",23,"already-gc1-allow","needs-wiring","M",false,"@eduagent/database","the @eduagent/database module (db client/connection)","gc1-allow cites 'real Neon DB unavailable; db injected via middleware'. @eduagent/database is an internal workspace package, not a third-party SDK, so this is the project's own DB layer rather than a true external boundary; however the stated reason is legitimate — a real Neon connection cannot run in a unit test and the route relies on middleware-injected db. Real burn-down means seeding a transactional test DB (createTransactionalMockDb is already used), so this is needs-wiring rather than trivial.",""
"apps/api/src/routes/retention.test.ts",15,"already-gc1-allow","needs-wiring","M",false,"@eduagent/database","the @eduagent/database module (db client/connection)","gc1-allow cites 'route unit test — DB middleware injected; real DB covered by integration/e2e'. @eduagent/database is an internal workspace package rather than a third-party SDK, but the reason is legitimate: a live DB cannot run in this unit test. Burn-down requires real DB seeding/fixtures, hence needs-wiring.",""
"apps/api/src/routes/revenuecat-webhook.test.ts",5,"already-gc1-allow","trivial-requireActual","S",false,"../services/kv","writeSubscriptionStatus stubbed; rest requireActual","Internal services/kv. Line carries // gc1-allow: 'pattern-a conversion' — already uses jest.requireActual + a single targeted override (writeSubscriptionStatus). The gc1-allow reason is not a genuine 'cannot run in test env' justification; it just marks the requireActual pattern. Already the canonical trivial form; could drop the gc1-allow tag entirely since it is real-module-plus-override.",""
"apps/api/src/routes/revenuecat-webhook.test.ts",15,"already-gc1-allow","trivial-requireActual","S",false,"../services/billing","~11 billing fns stubbed (getSubscriptionByAccountId, ensureFreeSubscription, etc.); rest requireActual","Internal services/billing. gc1-allow 'pattern-a conversion'. Uses requireActual + targeted overrides — the sanctioned pattern. Reason is a convenience marker not a true cannot-run case; billing is pure logic over the (mocked) DB, so the overrides are deliberate behavior shaping rather than an inability to execute.",""
"apps/api/src/routes/revenuecat-webhook.test.ts",54,"already-gc1-allow","trivial-requireActual","S",false,"../services/account","findAccountByClerkId stubbed; rest requireActual","Internal services/account. gc1-allow 'pattern-a conversion'. Single targeted override over requireActual — minimal, already canonical. Reason is a marker, not a real cannot-run justification.",""
"apps/api/src/routes/revenuecat-webhook.test.ts",64,"already-gc1-allow","trivial-requireActual","S",false,"../services/subscription","getTierConfig returns fixed tier config; rest requireActual","Internal services/subscription. gc1-allow 'pattern-a conversion'. requireActual + one override (getTierConfig). Canonical trivial form; could often use the real getTierConfig if test data tolerates it.",""
"apps/api/src/routes/revenuecat-webhook.test.ts",85,"already-gc1-allow","trivial-requireActual","S",false,"../services/trial","EXTENDED_TRIAL_MONTHLY_EQUIVALENT constant overridden; rest requireActual","Internal services/trial. gc1-allow 'pattern-a conversion'. Only overrides a single exported constant over requireActual — the most trivial case; arguably the real constant could be used directly and the mock removed.",""
"apps/api/src/routes/revenuecat-webhook.test.ts",108,"already-gc1-allow","trivial-requireActual","S",false,"../services/safe-non-core","safeSend proxied to a jest.fn; rest requireActual","Internal services/safe-non-core (project's own wrapper around inngest dispatch, not the framework client). gc1-allow 'pattern-a conversion'. requireActual + single safeSend override to assert dispatch without sending. Convenience marker, not a cannot-run case; trivially compliant already. Could spy on the real safeSend instead.",""
"apps/api/src/routes/sessions.test.ts",37,"already-gc1-allow","needs-wiring","L",false,"@eduagent/database","entire DB module replaced with createDatabaseModuleMock; middleware injects a stub db per request","Internal @eduagent/workspace package (DB). gc1-allow reason is legitimate-leaning: this is a route unit test, the DB middleware injects a stub db, and the real DB path is covered by route integration/e2e tests. Running the real module would require a live Neon graph + seeding. Converting to a real DB is a large/risky wiring effort (fixtures, scoped seeding) — properly an integration test. The gc1-allow escape is defensible here; effort to burn down is L.",""
"apps/api/src/routes/sessions.test.ts",46,"already-gc1-allow","trivial-requireActual","S",false,"../services/account","findOrCreateAccount stubbed; rest requireActual","Internal services/account. gc1-allow 'pattern-a conversion'. requireActual + single override. Canonical trivial form; reason is a marker not a true cannot-run case.",""
"apps/api/src/routes/sessions.test.ts",67,"already-gc1-allow","trivial-requireActual","S",false,"../services/profile","getProfile, getProfileAgeBracket, findOwnerProfile stubbed; rest requireActual","Internal services/profile. gc1-allow 'pattern-a conversion'. requireActual + a few targeted overrides used by auth middleware. These services read the DB, but since DB is already mocked the overrides shape return data; trivial pattern, convenience marker.",""
"apps/api/src/routes/sessions.test.ts",121,"already-gc1-allow","trivial-requireActual","S",true,"../services/billing","~10 metering/quota fns stubbed (getSubscriptionByAccountId, decrementQuota, safeRefundQuota, etc.); rest requireActual","Internal services/billing. gc1-allow 'pattern-a conversion'. requireActual + targeted overrides for metering middleware. Numerous stubs but all are real-module-plus-override; canonical trivial pattern. Borderline toward needs-wiring only because billing depends on the (already-mocked) DB.",""
"apps/api/src/routes/sessions.test.ts",178,"already-gc1-allow","trivial-requireActual","S",false,"../services/session/session-crud","getSession proxied to mockSessionCrudGetSession; rest requireActual","Internal services/session/session-crud. gc1-allow reason notes the route threads the extracted helper through the real import and getSession behavior is covered by session-crud's own tests. requireActual + single override — canonical trivial form.",""
"apps/api/src/routes/sessions.test.ts",192,"already-gc1-allow","trivial-requireActual","M",true,"../services/session","startSession, startFirstCurriculumSession and more stubbed via mockImplementation; rest requireActual (real error classes preserved)","Internal services/session. gc1-allow 'pattern-a conversion'. Uses requireActual (deliberately, to keep real error classes for instanceof checks) + several mockImplementation overrides returning hand-built session objects matching learningSessionSchema. Many overrides and shape coupling make full real-module wiring nontrivial without a DB; sits between trivial and needs-wiring.",""
"apps/api/src/routes/sessions.test.ts",429,"already-gc1-allow","trivial-requireActual","S",false,"../services/interleaved","startInterleavedSession proxied to a jest.fn (real error class preserved); rest requireActual","Internal services/interleaved. gc1-allow 'pattern-a conversion'. requireActual + single override, explicitly preserving the real error class for route instanceof checks. Canonical trivial pattern.",""
